(-1.1545691021870166, -1.66)
(-1.2695115235633445, -1.66)
(-1.133017398178955, -1.63)
(-1.0252588781386474, -1.57)
(-1.0683622861547704, -1.54)
(-1.2551437208913034, -1.54)
(-1.0037071741305859, -1.5)
(-0.8815808514182373, -1.41)
(-0.8959486540902782, -1.36)
(-0.8528452460741552, -1.35)
(-1.0252588781386474, -1.35)
(-0.9534198647784423, -1.34)
(-0.8600291474101758, -1.27)
(-0.8600291474101758, -1.25)
(-0.8815808514182373, -1.25)
(-0.8384774434021142, -1.24)
(-0.7810062327139503, -1.23)
(-0.9390520621064014, -1.2)
(-0.8025579367220118, -1.17)
(-0.6947994166817042, -1.16)
(-0.9246842594343603, -1.15)
(-0.6516960086655812, -1.14)
(-0.7666384300419092, -1.1)
(-0.7881901340499707, -1.08)
(-0.8456613447381347, -1.08)
(-0.6301443046575197, -1.03)
(-0.6014086993134377, -1.01)
(-0.7738223313779298, -1.01)
(-0.7163511206897657, -1.0)
(-0.7450867260338477, -0.98)
(-0.6373282059935401, -0.96)
(-0.7019833180177247, -0.96)
(-0.6516960086655812, -0.93)
(-0.6157765019854786, -0.91)
(-0.7307189233618067, -0.91)
(-0.5583052912973147, -0.9)
(-0.6516960086655812, -0.89)
(-0.5223857846172121, -0.88)
(-0.5798569953053762, -0.88)
(-0.5942247979774171, -0.85)
(-0.6085926006494582, -0.85)
(-0.5223857846172121, -0.81)
(-0.6157765019854786, -0.81)
(-0.6804316140096631, -0.81)
(-0.5870408966413966, -0.79)
(-0.6516960086655812, -0.79)
(-0.6804316140096631, -0.79)
(-0.6732477126736427, -0.78)
(-0.6732477126736427, -0.77)
(-0.6229604033214992, -0.76)
(-0.4649145739290481, -0.75)
(-0.4505467712570071, -0.73)
(-0.47928237660108913, -0.73)
(-0.5295696859532326, -0.73)
(-0.42181116591292506, -0.72)
(-0.4433628699209866, -0.71)
(-0.3930755605688431, -0.7)
(-0.5439374886252736, -0.7)
(-0.3499721525527201, -0.63)
(-0.42181116591292506, -0.62)
(-0.4289950672489456, -0.62)
(-0.5295696859532326, -0.61)
(-0.249397533848433, -0.6)
(-0.3858916592328226, -0.59)
(-0.4289950672489456, -0.59)
(-0.292500941864556, -0.56)
(-0.5583052912973147, -0.56)
(-0.34278825121669954, -0.55)
(-0.4936501792731301, -0.55)
(-0.2853170405285355, -0.54)
(-0.3499721525527201, -0.54)
(-0.4505467712570071, -0.54)
(-0.4002594619048636, -0.52)
(-0.2422136325124125, -0.48)
(-0.4936501792731301, -0.48)
(-0.32123654720863803, -0.44)
(-0.25658143518445353, -0.42)
(-0.1560068164801665, -0.4)
(-0.21347802716833053, -0.4)
(-0.263765336520474, -0.4)
(-0.32842044854465857, -0.4)
(-0.1560068164801665, -0.39)
(-0.12008730980006398, -0.38)
(-0.263765336520474, -0.37)
(-0.2278458298403715, -0.34)
(-0.177558520488228, -0.33)
(-0.25658143518445353, -0.32)
(-0.2853170405285355, -0.3)
(-0.292500941864556, -0.29)
(-0.23502973117639203, -0.28)
(-0.25658143518445353, -0.28)
(-0.20629412583231, -0.25)
(-0.2278458298403715, -0.21)
(-0.1991102244962895, -0.2)
(-0.21347802716833053, -0.2)
(-0.08416780311996146, -0.19)
(0.009222914248305077, -0.18)
(-0.06261609911189996, -0.18)
(-0.06980000044792045, -0.18)
(-0.220661928504351, -0.18)
(-0.012328789759756431, -0.16)
(-0.1560068164801665, -0.14)
(-0.20629412583231, -0.14)
(-0.2709492378564945, -0.14)
(0.023590716920346082, -0.12)
(-0.19192632316026903, -0.12)
(-0.026696592431797436, -0.11)
(-0.08416780311996146, -0.11)
(-0.06980000044792045, -0.1)
(-0.1847424218242485, -0.1)
(-0.0051448884237359285, -0.09)
(-0.012328789759756431, -0.07)
(-0.04824829643985895, -0.07)
(0.01640681558432558, -0.06)
(0.08106192760851011, -0.05)
(-0.0051448884237359285, -0.05)
(-0.163190717816187, -0.04)
(0.0882458289445306, -0.02)
(0.08106192760851011, -0.02)
(-0.09853560579200248, -0.02)
(-0.06261609911189996, -0.01)
(0.10979753295259212, 0.01)
(-0.019512691095776934, 0.03)
(0.11698143428861262, 0.05)
(0.04514242092840759, 0.05)
(0.002039012912284574, 0.05)
(0.13134923696065365, 0.06)
(0.10261363161657162, 0.06)
(0.059510223600448595, 0.08)
(0.10261363161657162, 0.09)
(0.10261363161657162, 0.11)
(0.030774618256366584, 0.11)
(0.0523263222644281, 0.13)
(0.01640681558432558, 0.17)
(0.15290094096871515, 0.18)
(0.0523263222644281, 0.18)
(0.0666941249364691, 0.19)
(0.2606594610090227, 0.21)
(0.23192385566494067, 0.22)
(0.21755605299289965, 0.24)
(0.13853313829667413, 0.25)
(0.21037215165687917, 0.26)
(0.16726874364075617, 0.29)
(0.18882044764881767, 0.3)
(0.15290094096871515, 0.3)
(0.2247399543289202, 0.31)
(0.27502726368106367, 0.32)
(0.1457170396326946, 0.32)
(0.37560188238535075, 0.34)
(0.09542973028055111, 0.35)
(0.3109467703611662, 0.36)
(0.33968237570524823, 0.37)
(0.2822111650170842, 0.38)
(0.31813067169718673, 0.41)
(0.2606594610090227, 0.42)
(0.4689925997536173, 0.45)
(0.45462479708157627, 0.45)
(0.33968237570524823, 0.45)
(0.2247399543289202, 0.45)
(0.31813067169718673, 0.53)
(0.47617650108963777, 0.55)
(0.31813067169718673, 0.55)
(0.23910775700096115, 0.55)
(0.41870529040147375, 0.56)
(0.2822111650170842, 0.56)
(0.49772820509769927, 0.6)
(0.4043374877294328, 0.61)
(0.5049121064337198, 0.63)
(0.46180869841759675, 0.65)
(0.43307309307351477, 0.65)
(0.5336477117778018, 0.68)
(0.5839350211299453, 0.69)
(0.5264638104417813, 0.69)
(0.5049121064337198, 0.73)
(0.4905443037616788, 0.73)
(0.6126706264740274, 0.75)
(0.5839350211299453, 0.78)
(0.5767511197939248, 0.78)
(0.49772820509769927, 0.78)
(0.5839350211299453, 0.81)
(0.5336477117778018, 0.85)
(0.777900357202499, 0.86)
(0.7347969491863758, 0.87)
(0.7060613438422939, 0.89)
(0.5983028238019863, 0.89)
(0.6916935411702528, 0.9)
(0.6629579358261709, 0.9)
(0.6485901331541298, 0.9)
(0.5192799091057608, 0.9)
(0.6701418371621913, 0.93)
(0.6845096398342323, 0.95)
(0.6414062318181093, 0.95)
(0.6054867251380068, 0.97)
(0.7635325545304579, 0.98)
(0.7132452451783143, 0.98)
(0.7204291465143349, 0.99)
(0.6342223304820889, 0.99)
(0.777900357202499, 1.0)
(0.7491647518584169, 1.0)
(0.6773257384982119, 1.01)
(0.6485901331541298, 1.01)
(0.7563486531944374, 1.04)
(0.6414062318181093, 1.04)
(0.777900357202499, 1.05)
(0.7276130478503554, 1.05)
(0.7563486531944374, 1.09)
(0.9000266799148474, 1.13)
(0.7635325545304579, 1.14)
(1.0077851999551548, 1.17)
(0.8569232718987244, 1.19)
(0.864107173234745, 1.2)
(0.9574978906030115, 1.25)
(0.864107173234745, 1.27)
(0.864107173234745, 1.28)
(0.9574978906030115, 1.31)
(1.1442793253395445, 1.4)
(1.0580725093072985, 1.41)
(0.9143944825868885, 1.44)
(1.122727621331483, 1.5)
(0.892842778578827, 1.5)
(1.2592217467158724, 1.53)
(1.137095424003524, 1.53)
(1.1083598186594419, 1.53)
(1.237670042707811, 1.54)
(1.1514632266755649, 1.54)
(1.1514632266755649, 1.55)
(1.1299115226675034, 1.65)
(1.194566634691688, 1.69)
(1.122727621331483, 1.74)
(1.2448539440438315, 1.76)
(1.2735895493879135, 1.78)
(1.3238768587400571, 1.82)
(1.266405648051893, 1.82)
(1.3454285627481186, 1.86)
(1.6687041228690411, 2.27)
